#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B21C9E
#Date Time: 2024-03-05 17:20:37.385
#Start: 20 Hz
#Stop: 20000 Hz
#Steps: 14001
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.55361 V
#Offset: -0.000184537 V
#Relative: no
#Channel: Channel 2
#Range: 5.63147 V
#Offset: -0.000217631 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
20,-0.04647401349994397,-0.6452239948248897,5.74864126370753
20.02303911076337,-0.04645295413268971,-0.6417528666853551,5.748079643180318
20.04610476155799,-0.04670446662164228,-0.6399084388255559,5.739893480341934
20.06919698295679,-0.04665695946959246,-0.6393885842013968,5.725330487855963
20.0923158055679,-0.04640422261241353,-0.6387718737317365,5.709641957091776
20.11546126003476,-0.04650189855523354,-0.6383742412461855,5.690217265291651
20.13863337703608,-0.04648339156170192,-0.6380448079093635,5.672408709140498
20.16183218728592,-0.04639347208326536,-0.6377248091614798,5.651381538538232
20.18505772153369,-0.04668473229220664,-0.6372385541179036,5.630245994196548
20.20831001056427,-0.046551971072312,-0.6371388897563158,5.608488658847818
20.23158908519796,-0.04646759444326808,-0.6370102950818459,5.585899014077299
20.25489497629063,-0.04641522019399971,-0.6367708754130852,5.563566573888345
20.27822771473359,-0.04657949722172516,-0.6363816014115137,5.539057972386018
20.30158733145382,-0.04678677924383885,-0.6358844826423857,5.516359755698732
20.32497385741391,-0.0466006547336439,-0.6357999041751274,5.491550528035845
20.3483873236121,-0.04656658656823305,-0.635633033312766,5.467699414122336
20.37182776108234,-0.04686544333172253,-0.6352302935607841,5.445579323426756
20.39529520089434,-0.04684467553507609,-0.6350526982109843,5.420716043276371
20.41878967415359,-0.04741532250048423,-0.634768680986736,5.396467702457926
20.44231121200145,-0.04650559723620998,-0.634522603479807,5.371625442020839
20.46585984561509,-0.04651120275218484,-0.6344771116455895,5.347373081413572
20.48943560620762,-0.04664282928614081,-0.6343193654957034,5.321989466474889
20.51303852502815,-0.04630878927316,-0.6341825549023987,5.297574495181522
20.53666863336173,-0.04646818731848325,-0.6336578825421846,5.272470459660274
20.56032596252947,-0.04626227550528542,-0.6336756853497945,5.247310902634766
20.58401054388856,-0.04645913550176851,-0.633446735504034,5.223158352366909
20.60772240883232,-0.04625722629417249,-0.6330474404918816,5.198134329664819
20.63146158879022,-0.04659329829624668,-0.6327272456510269,5.172724045803477
20.65522811522795,-0.04657533958125255,-0.6325286557270965,5.147634261269457
20.67902201964742,-0.04643990607579139,-0.6325567822412992,5.120951897179168
20.70284333358687,-0.04616779404915571,-0.6325944457977524,5.096017087055642
20.72669208862085,-0.04615242068367307,-0.6322563375820027,5.071475481458748
20.75056831636025,-0.04665419247877874,-0.6316815834000901,5.046114913824766
20.77447204845243,-0.04656472396955885,-0.6316304082500752,5.019840462998751
20.79840331658118,-0.0466021039364126,-0.6312694736793606,4.994485274632751
20.82236215246679,-0.0464937419825319,-0.6310904301417504,4.968967646989665
20.84634858786608,-0.04657441252526896,-0.6308191114665007,4.944433216285724
20.87036265457247,-0.04645217405707669,-0.6309273054434084,4.919138244849137
20.894404384416,-0.04661540242610318,-0.6303931702395376,4.891975696724423
20.91847380926337,-0.04634949693527211,-0.6305057483440896,4.866352954421181
20.94257096101799,-0.046070666564024,-0.6303552137961643,4.840870685804191
20.96669587162003,-0.04657301789171987,-0.6301246678064374,4.81417729811632
20.99084857304644,-0.04675740100156395,-0.6295524793773489,4.789927145390202
21.01502909731104,-0.04652556715299339,-0.6295895652702937,4.764784409293576
21.03923747646446,-0.04644469446949028,-0.6295202880921389,4.737480070433222
21.06347374259432,-0.04640706666098585,-0.629156992232454,4.712048881583172
21.08773792782517,-0.04672229181973044,-0.6288674091783063,4.68604758096754
21.11203006431859,-0.04660559965980213,-0.6283738351751065,4.661997335183997
21.13635018427317,-0.04679185191086853,-0.6282753636047466,4.635166349050266
21.16069831992462,-0.04673993255812804,-0.6281791650547568,4.60757017091322
21.18507450354577,-0.04653159686779612,-0.627759427722166,4.582441735269953
21.20947876744666,-0.04663594332556691,-0.627842452946053,4.557637310769408
21.23391114397449,-0.04649424540866622,-0.6278240018053867,4.530244070114719
21.25837166551378,-0.04631560938546486,-0.627557695308657,4.505637979581991
21.28286036448632,-0.04641508546127886,-0.6272630153247865,4.478991927439466
21.30737727335127,-0.0466167217018716,-0.6269484275074073,4.453742200517411
21.33192242460516,-0.04670484795451429,-0.6266756074671925,4.42691638542245
21.35649585078197,-0.04663128535182699,-0.6264713238516796,4.400503486521529
21.38109758445315,-0.04651881309649752,-0.6264772944222818,4.373913708450914
21.4057276582277,-0.04650385401987844,-0.6261012385787896,4.348670119470597
21.43038610475213,-0.04657793362309843,-0.6257505097857302,4.322224841586458
21.45507295671059,-0.04657405103123679,-0.6256425096284985,4.296481228311933
21.47978824682489,-0.0467698541420323,-0.6254894371018778,4.270944177477247
21.50453200785452,-0.04639493526352686,-0.6256892286906255,4.244088955761569
21.5293042725967,-0.04658325820560211,-0.625231930914309,4.218685002400321
21.55410507388644,-0.04663847368928332,-0.6248414950011906,4.191512969544988
21.57893444459657,-0.04659035443481008,-0.6247949428146201,4.165765882084777
21.60379241763782,-0.04656454730661633,-0.6246097027212072,4.13999555767532
21.62867902595876,-0.04429995436958392,-0.6241398329138037,4.11310393623733
21.65359430254599,-0.04628392363463629,-0.624343713765967,4.08838360516188
21.67853828042407,-0.04639216580091446,-0.6241215853058772,4.060223368626851
21.70351099265562,-0.04647890299549786,-0.6239096107291446,4.034628242009106
21.72851247234131,-0.0462643861439399,-0.6235908160014808,4.008387741694776
21.75354275262,-0.04638611345313726,-0.6233965656889611,3.982999925725267
21.77860186666867,-0.04636771130778119,-0.6233441510599071,3.955548686731523
21.80368984770256,-0.04626525831865111,-0.623142144340096,3.929764357307903
21.82880672897513,-0.04653291312941969,-0.6228970710068673,3.904306657920102
21.85395254377819,-0.0463423108392269,-0.6227386908627925,3.876472691312671
21.87912732544187,-0.04644433938987499,-0.6226250096781474,3.851499458046192
21.90433110733473,-0.04640220934273913,-0.6222637188918729,3.825135093373888
21.9295639228637,-0.04654714193521647,-0.6221024543918026,3.798491153326701
21.95482580547427,-0.04641448700905899,-0.6219557242432845,3.772649914838212
21.98011678865042,-0.04640824006652335,-0.6218847238310259,3.747203477088291
22.00543690591471,-0.04653414559779967,-0.6214545881535964,3.721037768012096
22.0307861908283,-0.04650234152238432,-0.6212551497090806,3.69491948325335
22.05616467699104,-0.04651350481892186,-0.6210578993653106,3.667581742861103
22.08157239804146,-0.0466909749566841,-0.6207303293253159,3.640023975291939
22.10700938765687,-0.0465641912552013,-0.6207059493239371,3.614630045570137
22.13247567955333,-0.04651110859722028,-0.6205027930734049,3.58904212020542
22.15797130748577,-0.04658010038364979,-0.6202250590331879,3.562890992092761
22.18349630524802,-0.0465508095438314,-0.6201430133600315,3.53560019418137
22.20905070667281,-0.04650259641535309,-0.620048876734831,3.509979604728215
22.23463454563183,-0.0467043559186136,-0.6196432067496503,3.484257483235357
22.26024785603583,-0.04655507226155335,-0.6195313014310084,3.456842684186427
22.2858906718346,-0.04661551075304762,-0.6194894226984271,3.431318289262776
22.31156302701705,-0.04631839719077636,-0.619163916727737,3.40356582141257
22.33726495561123,-0.04652106426533058,-0.6189236497139157,3.377898713633464
22.36299649168438,-0.04685458452805366,-0.6189336501809088,3.3520518074628
22.38875766934303,-0.04665166306112445,-0.6186647955177659,3.325872593358598
22.41454852273296,-0.04650450931995526,-0.6184231686985295,3.298178934660967
22.44036908603927,-0.04633706693063711,-0.6183741920611454,3.272501091536213
22.46621939348649,-0.04894722796316772,-0.6182951447873332,3.246465479530798
22.49209947933852,-0.04665008273733036,-0.6175918464198353,3.21979161090427
22.5180093778988,-0.04636204150214095,-0.6179876198298436,3.193668234598128
22.54394912351021,-0.04643700633620093,-0.6176756388698214,3.168180445569959
22.56991875055524,-0.04653620944796963,-0.6176582418825066,3.142126371609777
22.59591829345595,-0.0467081035494088,-0.6170308665801311,3.116207732589118
22.62194778667412,-0.04648125477262007,-0.6169740581878775,3.090391989548067
22.64800726471114,-0.04648428374944346,-0.6169625694240367,3.063860955850773
22.67409676210821,-0.04665792950042134,-0.6168260539354753,3.038323881888175
22.7002163134463,-0.04647017606710158,-0.6167494535427878,3.012313414134972
22.72636595334621,-0.046638344411365,-0.6163824589467768,2.98485634743755
22.75254571646862,-0.04587057074813007,-0.6162934891153192,2.959676388260021
22.77875563751414,-0.04637818035733075,-0.616207422498811,2.932922571094977
22.80499575122337,-0.04674506494087349,-0.6158275845475456,2.905665871163428
22.83126609237692,-0.04647358224162533,-0.6158692381172439,2.87874378071885
22.85756669579544,-0.04682886151523878,-0.6153163380430799,2.854513786425713
22.88389759633972,-0.04656178285382232,-0.6154351318076865,2.828741560812041
22.91025882891071,-0.046614512874372,-0.6152197665491069,2.800071233684175
22.93665042844955,-0.04648359410864721,-0.6150359574042987,2.774841643426726
22.96307242993766,-0.04637745909657518,-0.615075969617924,2.748238477126961
22.9895248683967,-0.04646190282328554,-0.6149284427893513,2.722680811353911
23.01600777888871,-0.0465488701958887,-0.6147168104947893,2.696964274738093
23.04252119651615,-0.04647425510702414,-0.6144404568156923,2.668727529782302
23.06906515642185,-0.04635558532715316,-0.614371789956889,2.642927823571711
23.09563969378916,-0.0463972927772574,-0.6140575742507934,2.615937958940549
23.12224484384198,-0.04644517444294503,-0.6138132317814897,2.590586213159348
23.14888064184473,-0.04640712011675141,-0.6136314536537266,2.563845582330146
23.17554712310252,-0.04638581814960254,-0.6137460572444938,2.538065937510652
23.20224432296107,-0.04650123170992338,-0.6133618884343832,2.511929114719749
23.22897227680685,-0.04667531338855792,-0.6131294152828934,2.485681479152561
23.2557310200671,-0.04671928933810836,-0.6129648711960988,2.459162766633618
23.28252058820983,-0.04637290781289088,-0.6131019648460937,2.432513001756746
23.30934101674394,-0.04639806661121299,-0.6127844074556642,2.405864898948806
23.33619234121925,-0.04658622371330321,-0.6125331963232197,2.378778258630447
23.36307459722649,-0.04645091212774126,-0.6125686924378683,2.353042196450717
23.38998782039743,-0.04642925527619356,-0.6124367478795896,2.326595915152296
23.41693204640483,-0.04659187121124202,-0.6121981147774099,2.299957883427879
23.44390731096261,-0.04645204527261375,-0.6119765797313206,2.274152770742305
23.4709136498258,-0.04640734360326865,-0.6118566438239575,2.246898100453114
23.49795109879059,-0.04656918299877871,-0.6114206006771726,2.220937319285667
23.52501969369446,-0.04650294089974535,-0.6115620718879686,2.193594179221108
23.55211947041614,-0.04650330328216858,-0.6111602662807374,2.166950896119971
23.5792504648757,-0.04623522335654795,-0.6112513132047446,2.141096306536127
23.6064127130346,-0.04642795260439161,-0.6110280167129091,2.115490414500314
23.63360625089567,-0.04637116198213322,-0.6108312440243412,2.088352202648466
23.66083111450329,-0.04499408631364599,-0.6107465390990917,2.060100267397956
23.68808733994332,-0.0464424625771782,-0.6106809300140094,2.035623229597576
23.7153749633432,-0.04648959786727921,-0.610301360283005,2.006593606024019
23.74269402087198,-0.04625551940839373,-0.6102640071611324,1.981968162621627
23.77004454874037,-0.04647493999178387,-0.6100407643245731,1.955331510315489
23.79742658320081,-0.04640664025503661,-0.6098489731367982,1.929491903733222
23.8248401605475,-0.04637362932933598,-0.6099469282981471,1.902389774724952
23.85228531711643,-0.04662639430983244,-0.6095865833324231,1.876182770739327
23.87976208928546,-0.04652922530465065,-0.6097188207764477,1.850240570241283
23.90727051347437,-0.04649586506914499,-0.6094409724103578,1.823592966520494
23.93481062614487,-0.04652354350606214,-0.6092471656835434,1.79628481947735
23.96238246380068,-0.04626374284595157,-0.6090128485060272,1.76957801021776
23.98998606298758,-0.046425366459039,-0.6090949286012735,1.742836347682967
24.01762146029342,-0.04656243575482606,-0.6088778057125295,1.717586108221184
24.04528869234827,-0.04655555259658224,-0.608633641101336,1.690609059730491
24.07298779582428,-0.04650226759149347,-0.6083565842749584,1.664627366116505
24.10071880743595,-0.04637091977409551,-0.6082502345596563,1.637707378397232
24.12848176394002,-0.04648748331096826,-0.6081642815518304,1.613372723492603
24.15627670213561,-0.04637554297995949,-0.6078915139377784,1.584553995236945
24.18410365886417,-0.04659977799267152,-0.607775115037127,1.558925068889238
24.21196267100965,-0.04651499970784372,-0.6075869986235717,1.531534711457383
24.23985377549845,-0.04649485728172494,-0.607392260645906,1.507457951952823
24.26777700929955,-0.04658562463094984,-0.6070757138209502,1.47856581548632
24.29573240942446,-0.04657824382735414,-0.6070744321837533,1.453073363273456
24.32372001292736,-0.04641688842003836,-0.6068787646731441,1.425149952351475
24.35173985690512,-0.04646522393050473,-0.6067587107954691,1.400623054075723
24.37979197849733,-0.04648696173605284,-0.6066785020779144,1.373176046472835
24.40787641488637,-0.04617616550570315,-0.6064642930746457,1.346615019481
24.43599320329744,-0.04658948707959778,-0.6060777394894636,1.321227812192966
24.46414238099863,-0.04648220744281413,-0.6062160700344557,1.293664674742274
24.49232398530098,-0.04643162645285509,-0.6060696922638613,1.266435223177638
24.52053805355847,-0.04651050226474429,-0.6057428273778198,1.241222286180879
24.54878462316814,-0.04638970194820686,-0.6059159240385086,1.213590492442748
24.57706373157011,-0.04665174907843717,-0.6055777402258591,1.188703451417426
24.60537541624764,-0.04646265572405348,-0.6054556174596811,1.161461887599668
24.6337197147271,-0.0464630015106517,-0.6052837231897639,1.133870421157731
24.66209666457818,-0.04652837078580932,-0.6049401032123985,1.108350145066566
24.69050630341379,-0.04651976658596489,-0.6049729948720186,1.082850386412559
24.71894866889021,-0.04645143905148243,-0.6046292540490841,1.055823180876537
24.74742379870705,-0.04686198872371042,-0.6045746986221946,1.029666771938992
24.77593173060738,-0.046841791629664,-0.6043645169175689,1.002896289141585
24.80447250237775,-0.0467960249667399,-0.6039507853052951,0.9768618459959839
24.83304615184823,-0.04775606309940097,-0.6039803843958823,0.9533605245043475
24.86165271689245,-0.04609141541678316,-0.603953487031378,0.9224436901028383
24.8902922354277,-0.04668297527461662,-0.6039240570934822,0.895490000858274
24.91896474541494,-0.04699261002640089,-0.6035969925105364,0.8691356340409868
24.94767028485886,-0.04682401695739689,-0.6037823486368618,0.8438083107701004
24.97640889180792,-0.04661503149844814,-0.6033496742563039,0.8168510418386319
25.0051806043544,-0.04611165601535655,-0.6036028927659636,0.7912148271926327
25.0339854606345,-0.04683958337620461,-0.6032981298396297,0.7641271257144311
25.06282349882832,-0.0468980215915504,-0.6032366218359306,0.7385796266119087
25.09169475715995,-0.04647489812624088,-0.6030234158681809,0.7108439900990291
25.1205992738975,-0.04682291864005286,-0.6026131599017294,0.6833003970996288
25.14953708735318,-0.04660253747124317,-0.6024442974490887,0.657620951894927
25.17850823588335,-0.04659687166590067,-0.6021419011818416,0.6306036326552693
25.2075127578885,-0.04684461948886457,-0.6022365774440986,0.6051584874017948
25.23655069181341,-0.04647369999407668,-0.6018864658065755,0.5773457655461414
25.26562207614712,-0.04686207881789115,-0.6017923470288771,0.5512676174702378
25.29472694942303,-0.0466128248111719,-0.6019624641187017,0.5258487797985936
25.32386535021888,-0.04667984406966405,-0.6018227006470276,0.4990202074141337
25.35303731715691,-0.04677024285942788,-0.6017714066979901,0.471782816268842
25.38224288890381,-0.04664169764419725,-0.6016507034412613,0.4453358744483769
25.41148210417084,-0.04652378641964545,-0.6011364619019135,0.4184370663780328
25.44075500171381,-0.04649004904163707,-0.6010036629001504,0.3933145493722492
25.47006162033323,-0.04657483310839611,-0.60101188231019,0.3644959741959888
25.49940199887428,-0.04650689623094378,-0.6009002849894473,0.3388998720901384
25.52877617622688,-0.04647919401254667,-0.6008368810594431,0.3135261549297468
25.55818419132576,-0.04658375495553618,-0.6004117216620796,0.2868725849027527
25.58762608315049,-0.04669440088943665,-0.6002428212324258,0.2591000597787545
25.61710189072557,-0.0464562669953137,-0.6003205001093879,0.2325311863349988
25.64661165312043,-0.04655505368186288,-0.6001306745899806,0.2053973162543059
25.67615540944951,-0.04647307073778382,-0.6001131043369502,0.1810988240278562
25.70573319887231,-0.046630083788976,-0.6002050775302565,0.1538738393107906
25.73534506059343,-0.04671254806922494,-0.5997157034712646,0.1262643102672172
25.76499103386269,-0.03849763363207452,-0.599610521689578,0.1013674480861084
25.79467115797501,-0.04660437551632239,-0.5994940447425959,0.07320037722905681
25.82438547227068,-0.04664033620821563,-0.5992861278069133,0.04756754810290431
25.85413401613527,-0.04656493949861278,-0.5989654580358478,0.0198665973744454
25.88391682899973,-0.04655016929767489,-0.5989577730464156,-0.005952611171267108
25.91373395034039,-0.0467423997308606,-0.5987643217489479,-0.03304788290103033
25.94358541967912,-0.04652345719902944,-0.5989088748546625,-0.05868595341559057
25.97347127658327,-0.0467457917003871,-0.5985978731128725,-0.08493178488736675
26.00339156066581,-0.04648221914251732,-0.5980959366685318,-0.1121058441124987
26.03334631158529,-0.04674666542595275,-0.5982487245860736,-0.1391606122241456
26.06333556904599,-0.04657276303149388,-0.5981280555727864,-0.166179201351099
26.0933593727979,-0.04652817050574202,-0.5978629559286659,-0.1922153842818659
26.12341776263683,-0.04651311669355564,-0.5978135093403149,-0.219767939034881
26.1535107784044,-0.04634571393090613,-0.597671352273105,-0.2469725079860332
26.18363845998814,-0.04650555446077793,-0.5975903130592061,-0.2725894437974716
26.21380084732153,-0.04661814836733357,-0.5975225551298599,-0.2990076322352309
26.24399798038406,-0.04666931949138215,-0.5974616255829603,-0.3251886810126123
26.27422989920126,-0.04663241874770612,-0.5970635002831104,-0.3511665126050474
26.30449664384476,-0.04647898168781503,-0.5971799269174284,-0.3776902655825012
26.33479825443239,-0.04651711655418108,-0.5969635200082355,-0.4048922399834822
26.36513477112815,-0.04646162844290213,-0.5970060011380952,-0.4317684113804887
26.39550623414232,-0.0463479165365259,-0.5969620136860163,-0.4582732743346867
26.4259126837315,-0.04674708473675696,-0.5965528803079999,-0.4849741794577653
26.45635416019869,-0.04630949630295276,-0.596606686906573,-0.5111354803697878
26.48683070389329,-0.04661646169449843,-0.5961692308464082,-0.53763638035349
26.51734235521119,-0.04664823469104588,-0.5960893793711119,-0.5654142134884736
26.54788915459479,-0.04655770710917953,-0.5962326039231031,-0.5921081467303466
26.57847114253312,-0.04664607538040756,-0.5958445197445319,-0.6175758107186482
26.60908835956183,-0.04661697039264405,-0.5957037348818568,-0.6456011736509168
26.63974084626325,-0.04658244242617245,-0.595748541818242,-0.6711313411285005
26.67042864326648,-0.04664141676853432,-0.5955416623978895,-0.6977883713714874
26.70115179124743,-0.04677167456734456,-0.5952469240922345,-0.7240808371427505
26.73191033092884,-0.04674095257603404,-0.5950829282331973,-0.751772692351615
26.7627043030804,-0.04654395721252604,-0.5952422532421445,-0.7780887633316524
26.7935337485187,-0.0468718983882713,-0.594979235598207,-0.8037632482653692
26.82439870810742,-0.04676781551811855,-0.5949051935798081,-0.8311686852967934
26.85529922275729,-0.04685929224479435,-0.594811978963718,-0.8578416909198125
26.88623533342612,-0.04686092952497136,-0.5947697326410059,-0.8849568773986789
26.91720708111897,-0.04655254088711183,-0.5946295685749526,-0.9107116781705713
26.9482145068881,-0.04666059770037847,-0.5945337027805596,-0.9372057330899963
26.97925765183307,-0.0467933609587603,-0.5943243161756028,-0.9648951250597264
27.01033655710079,-0.04663945236242338,-0.5943533522414187,-0.9914166978719692
27.04145126388554,-0.04669289232052552,-0.5940088298471219,-1.017737011088386
27.0726018134291,-0.04650761113895525,-0.5942000121155204,-1.044733389175093
27.10378824702073,-0.0466308744987866,-0.5938714011733353,-1.071113013797373
27.13501060599724,-0.04665760807208152,-0.5936632910337019,-1.098057982136979
27.16626893174308,-0.046515565208185,-0.5938698316533961,-1.125856368653395
27.19756326569039,-0.0468269832589864,-0.5932933454466256,-1.15060355307412
27.22889364931899,-0.04663571091521018,-0.59339425439366,-1.179428589553112
27.26026012415655,-0.0464375713550905,-0.5934367814496362,-1.204559020939897
27.29166273177849,-0.04649021879728171,-0.5932989321711528,-1.231510943774229
27.3231015138082,-0.0465337894793058,-0.5928429613795406,-1.259615688521066
27.35457651191699,-0.0466330662264007,-0.5928811357036089,-1.286431479758775
27.38608776782415,-0.04665256616671316,-0.5927005923225482,-1.312598114149154
27.41763532329707,-0.04664252103750136,-0.5924939299774628,-1.338266558775757
27.44921922015124,-0.04662123474223279,-0.592672967864225,-1.365265071148254
27.4808395002503,-0.04648441364607563,-0.5923251155239585,-1.391631300244008
27.51249620550615,-0.04667366657382272,-0.5920388424587468,-1.418591848242005
27.54418937787893,-0.04696673320502786,-0.5919578712444865,-1.44647896681407
27.57591905937715,-0.04662956537942224,-0.5920925359296565,-1.472142425638514
27.6076852920577,-0.04689004879775331,-0.5918127097619331,-1.498745324621522
27.63948811802591,-0.04688860069135235,-0.5916991090985472,-1.526032231079853
27.67132757943562,-0.04656555874318153,-0.5917169602045851,-1.553256102285019
27.70320371848923,-0.04667580791783164,-0.5913658826075425,-1.5795309672869
27.73511657743776,-0.04704493318104916,-0.5911984458247338,-1.606521234596087
27.76706619858091,-0.04661894534246081,-0.5912752398443362,-1.633367097227733
27.79905262426707,-0.04652165013896591,-0.5909439722127698,-1.660124260482363
27.83107589689343,-0.04665040668900059,-0.5909070478680898,-1.687089246603506
27.86313605890606,-0.04683945829817209,-0.5907070578000652,-1.713836010728784
27.89523315279988,-0.04669602294651479,-0.590490799044794,-1.740030035600796
27.92736722111875,-0.0468968968959806,-0.5906941397645894,-1.767484658601973
27.95953830645559,-0.04689187682814965,-0.5901945887009454,-1.793292638960622
27.99174645145236,-0.04696414511923921,-0.590161016936889,-1.822077913319561
28.02399169880014,-0.04705411922026026,-0.5901761779794175,-1.845854359601191
28.05627409123916,-0.04690918284750378,-0.5899794970572421,-1.873515812518093
28.08859367155895,-0.04680460921066825,-0.5898153337609993,-1.899744774457787
28.12095048259827,-0.04689506675709894,-0.5896170056608148,-1.926493490105486
28.15334456724528,-0.04661993012015692,-0.5898089494173576,-1.953744938086942
28.1857759684375,-0.04676829776302689,-0.5894577482051496,-1.981048972806406
28.21824472916192,-0.0467310518825115,-0.5895228519799817,-2.008583991883139
28.25075089245508,-0.04690068059571247,-0.5892861612230591,-2.036173542194157
